,FID_,Shape__,Niveau,IEP,Region,Departemen,S_pref,Commune,Villages,Nature_loc,Nom_Etab,Coord_x,Coord_y,Source_coo,Statut,Regime_ét,Milieu,Ordre_ens,Type_conf,eco_pt_eau,Elec_ecole,Elec_local,Eligible_c,Coges,T_cp1,TF_cp1,T_cp2,Tf_cp2,T_ce1,Tf_ce1,T_ce2,Tf_ce2,T_cm1,Tf_cm1,T_cm2,Tf_cm2,Aire_total,Aire_Inf_3,Aire_3_5,Aire_Sup_5,Ce2_18_19,Cm1_18_19,Cm2_18_19,Cm1_19_20,Cm2_19_20,Cm2_20_21,Aire,Prj_cm2_21,Densit_prj,Ponde,Clas_den_p,geometry
271,271,Point,PRIMAIRE,BEOUMI 1,GBÊKÊ,BEOUMI,BEOUMI,-1,FITABRO,Un village,EPP FITABRO,224695,862147,ecole,Public,-1,2,-1,-1,1,1,2,2,2,34,21,32,16,38,18,34,20,41,19,38,12,217,205,12,0,33.136846,29.546612,35.909562,28.093983,27.472929,25.646871,217,2,0.326712,21,1,POINT (224695 862147)
272,272,Point,PRIMAIRE,BROBO,GBÊKÊ,BOUAKE,BROBO,0,KOUAKRO BROBO,Un village,EPP KOUAKRO BROBO,298246,862204,ecole,Public,-1,2,-1,-1,1,1,1,2,2,40,19,30,13,42,20,30,13,20,8,24,6,186,186,0,0,40.758504,29.251443,24.539951,37.71852,31.203374,38.031541,186,2,0.484478,21,1,POINT (298246 862204)
273,273,Point,PRIMAIRE,BEOUMI 1,GBÊKÊ,BEOUMI,BEOUMI,-1,GALEBO,Un village,EPP GALEBO,213564,862347,ecole,Public,-1,2,-1,-1,1,1,1,2,2,14,8,10,5,14,9,8,3,12,5,0,0,58,47,11,0,15.337147,8.807126,14.411833,15.341866,10.499301,16.584424,58,1,0.211267,21,1,POINT (213564 862347)
274,274,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,KAHARO-GBLOBO,Un village,EPP KAHARO-GBOBO,283373,862441,ecole,Public,-1,2,-1,-1,2,1,1,2,2,60,34,55,27,35,16,57,27,44,19,37,16,288,288,0,0,35.716399,52.257715,45.560183,34.293596,52.150624,35.880557,288,2,0.457077,21,1,POINT (283373 862441)
275,275,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,LOLOBO,0,DIERIBANOUAN,Un village,EPP DIERIBANOUAN,235998,862738,ecole,Public,-1,2,-1,-1,1,1,2,2,2,25,10,24,10,31,18,21,11,29,11,19,10,149,124,25,0,30.91339,17.289229,28.260706,28.741899,15.514777,28.597922,149,2,0.364305,21,1,POINT (235998 862738)
276,276,Point,PRIMAIRE,DJEBONOUA,GBÊKÊ,BOUAKE,DJEBONOUA,0,ADJEKRO,Un village,EPP ADJEKRO,258894,862776,ecole,Public,-1,2,-1,-1,1,1,2,2,2,29,12,21,11,28,19,19,8,17,3,0,0,114,114,0,0,27.983766,15.642635,14.889331,26.055698,13.700492,25.91549,114,2,0.330134,21,1,POINT (258894 862776)
277,277,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,ANGOUA-KOUAMEKRO,Un village,EPP ANGOUA-KOUAMEKRO,223848,862950,ecole,Public,-1,2,-1,-1,1,1,2,2,2,50,28,0,0,46,22,0,0,33,18,12,6,141,141,0,0,41.461661,1.998678,30.983734,36.094095,4.071542,33.924141,141,2,0.432155,21,1,POINT (223848 862950)
278,278,Point,PRIMAIRE,BROBO,GBÊKÊ,BOUAKE,BROBO,-1,FETEKRO,Un village,EPP FETEKRO,313641,863004,ecole,Public,-1,2,-1,-1,1,1,1,2,2,32,20,27,16,24,14,9,3,8,1,0,0,100,72,28,0,27.280609,14.405043,13.899778,28.173298,20.689358,31.586353,100,2,0.402374,21,1,POINT (313641 863004)
279,279,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KOYARABO,Un village,EPP KOYARABO 1,200721,863127,ecole,Public,-1,2,-1,-1,2,1,1,2,2,50,26,37,17,60,37,64,37,36,16,41,15,288,288,0,0,57.311289,56.244188,34.781779,52.149576,53.329061,51.29773,288,3,0.653474,21,1,POINT (200721 863127)
280,280,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KOYARABO,Un village,EPP KOYARABO 2,200721,863127,ecole,Public,-1,2,-1,-1,1,1,1,2,2,44,22,46,18,0,0,0,0,0,0,0,0,90,90,0,0,1.921806,1.332452,0.0,3.101423,2.533936,4.452639,90,1,0.056722,21,1,POINT (200721 863127)
281,281,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,AHOKOKRO,Un village,EPP AHOKOKRO,229749,863459,ecole,Public,-1,2,-1,-1,1,1,2,2,2,67,27,60,27,46,18,43,16,35,14,50,27,301,301,0,0,45.177152,39.732223,35.986852,42.063054,39.935179,42.503398,301,3,0.541445,21,1,POINT (229749 863459)
282,282,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,N'GUESSANKRO,Un village,EPP N'NANKRA DE N'GUESSANKRO,274716,863466,ecole,Public,-1,2,-1,-1,1,2,1,2,2,43,21,40,20,41,19,35,15,30,12,30,12,219,219,0,0,38.372638,33.590001,31.867751,34.6819,35.045025,34.277288,219,2,0.436653,21,1,POINT (274716 863466)
283,283,Point,PRIMAIRE,BROBO,GBÊKÊ,BOUAKE,BROBO,0,KANGUIRENOU-N'DOKRO,Un village,EPP KANGUIRENOU-N'DOKRO,302007,863709,ecole,Public,-1,2,-1,-1,1,1,1,2,2,42,19,18,7,25,13,22,9,9,6,0,0,116,116,0,0,22.491733,19.556015,7.882587,19.591818,18.608825,18.454191,116,1,0.235085,21,1,POINT (302007 863709)
284,284,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,KOLIKRO-AHOUGNANOU,Un village,EPP KOLIKRO-AHOUGNANOU,230311,864200,ecole,Public,-1,2,-1,-1,1,1,2,2,2,38,20,43,13,30,17,47,22,22,9,40,12,220,220,0,0,33.3961,44.579937,24.861007,33.816202,45.809581,36.982274,220,2,0.471112,21,1,POINT (230311 864200)
285,285,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,LOLOBO,-1,LOLOBO,Un village,EPP AGBANOU,234069,864425,ecole,Public,-1,2,-1,-1,1,1,2,2,2,42,20,45,23,40,21,27,13,26,15,25,10,205,205,0,0,44.186478,30.778909,32.396154,44.641294,36.980242,48.878732,205,3,0.622659,21,1,POINT (234069 864425)
286,286,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,ZANIKRO,Un village,EPP ZANIKRO 1,246723,864542,ecole,Public,-1,2,-1,-1,2,2,1,2,2,50,20,49,29,44,16,35,15,36,16,31,11,245,245,0,0,42.967828,32.368587,36.082351,39.792152,32.586932,39.933877,245,2,0.508712,21,1,POINT (246723 864542)
287,287,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,ZANIKRO,Un village,EPP ZANIKRO 2,246692,864576,ecole,Public,-1,2,-1,-1,2,2,1,2,2,39,16,30,13,25,14,20,14,17,10,25,11,156,100,56,0,28.513392,22.017816,21.002021,29.302212,25.774636,32.48623,156,2,0.413837,21,1,POINT (246692 864576)
288,288,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,KOUKROUTIE,Un village,EPP KOUKROUTIE,244155,864779,ecole,Public,-1,2,-1,-1,1,2,1,2,2,59,27,62,27,45,21,30,13,44,26,36,20,276,276,0,0,45.994296,27.918991,42.568866,43.800933,28.280396,44.948036,276,3,0.572587,21,1,POINT (244155 864779)
289,289,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,AKAKRO,Un village,EPP AKAKRO,277673,865563,ecole,Public,-1,2,-1,-1,1,1,2,2,2,24,12,19,10,14,9,20,7,16,5,20,11,113,113,0,0,14.440304,19.130836,16.354518,14.012897,19.79391,14.847439,113,1,0.189139,21,1,POINT (277673 865563)
290,290,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,N'GATTA-SAKASSOU,Un village,EPP N'GATTA-SAKASSOU,271726,865579,ecole,Public,-1,2,-1,-1,1,1,2,2,2,50,19,42,29,36,19,56,21,34,14,35,16,253,253,0,0,36.821061,51.767531,35.371123,35.422882,51.876965,37.115388,253,2,0.472807,21,1,POINT (271726 865579)
291,291,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,LANGUIBONOU,-1,AKABO,Un village,EPP AKABO,255219,865737,ecole,Public,-1,2,-1,-1,1,1,1,2,1,17,5,23,12,0,0,0,0,0,0,0,0,40,40,0,0,6.918502,6.329148,4.942175,11.335268,12.67896,16.641106,40,1,0.211989,18,1,POINT (255219 865737)
292,292,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,KAHABO,Un village,EPP KAHABO,255219,865737,ecole,Public,-1,2,-1,-1,1,1,1,2,1,15,5,18,5,13,6,15,3,0,0,0,0,61,61,0,0,18.588579,18.012371,5.20229,21.326311,22.262,25.70022,61,2,0.327391,18,1,POINT (255219 865737)
293,293,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,M'BLAKRO,Un village,EPP M'BLAKRO,286142,866236,ecole,Public,-1,2,-1,-1,1,1,1,2,2,43,18,17,5,14,7,25,11,19,7,18,9,136,136,0,0,16.105869,20.582415,16.641017,16.276667,18.026964,17.350593,136,1,0.221027,21,1,POINT (286142 866236)
294,294,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,YOMIEN KOUADIOKRO,Un village,EPP YOMIEN KOUADIOKRO,262982,866266,ecole,Public,-1,2,-1,-1,1,1,1,2,2,36,18,26,10,28,13,28,15,31,12,23,12,172,172,0,0,27.855645,25.162021,31.312964,26.093058,24.74354,26.446624,172,2,0.3369,21,1,POINT (262982 866266)
295,295,Point,PRIMAIRE,BOUAKE-GONFREVILLE,GBÊKÊ,BOUAKE,BOUAKE,0,MIZRON-KONANKRO,Un village,EPP MIZRON-KONANKRO,270371,866330,ecole,Public,-1,2,-1,-1,1,2,1,2,2,52,21,40,15,53,25,53,18,38,15,43,16,279,279,0,0,48.681813,46.077549,37.183751,43.001908,43.370158,41.052767,279,3,0.522965,21,1,POINT (270371 866330)
296,296,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,BAMORO,Un village,EPP BAMORO 2,274601,866496,ecole,Public,-1,2,-1,-1,1,1,2,2,2,44,15,27,12,33,19,33,12,24,12,22,9,183,183,0,0,30.560306,29.056428,24.011548,27.198134,27.774377,26.214394,183,2,0.333941,21,1,POINT (274601 866496)
297,297,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,BAMORO,Un village,EPP BAMORO 1,274631,866519,ecole,Public,-1,2,-1,-1,1,1,2,2,2,33,13,29,20,35,13,24,16,24,16,28,17,173,173,0,0,34.178954,21.424684,23.101148,31.52395,20.743943,31.339527,173,2,0.39923,21,1,POINT (274631 866519)
298,298,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,DEMAKRO,Un village,EPP DEMAKRO,253089,866537,ecole,Public,-1,2,-1,-1,1,2,1,2,2,63,32,50,27,53,22,33,17,45,19,26,4,270,270,0,0,47.528729,29.611617,43.704823,41.229826,28.999332,38.663268,270,2,0.492526,21,1,POINT (253089 866537)
299,299,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,BAMELA,Un village,EPP BAMELA,244435,866624,ecole,Public,-1,2,-1,-1,1,2,1,2,2,57,30,38,20,43,17,37,11,32,18,23,7,230,230,0,0,44.938056,38.7898,35.440239,43.955569,43.481152,46.872879,230,3,0.597107,21,1,POINT (244435 866624)
300,300,Point,PRIMAIRE,BOUAKE-GONFREVILLE,GBÊKÊ,BOUAKE,BOUAKE,0,KOUAKRO,Un village,EPP KOUAKRO 2,270719,866712,ecole,Public,-1,2,-1,-1,1,2,1,2,2,30,10,20,8,48,28,39,23,37,12,48,18,222,222,0,0,48.155199,38.881866,38.518881,45.700285,41.797902,47.244243,222,3,0.601838,21,1,POINT (270719 866712)
301,301,Point,PRIMAIRE,BOUAKE-GONFREVILLE,GBÊKÊ,BOUAKE,BOUAKE,0,MIZRON_KOUAKRO,Un village,EPP KOUAKRO 2 B,270719,866712,ecole,Public,-1,2,-1,-1,1,2,2,2,2,57,30,45,25,0,0,0,0,0,0,23,13,125,125,0,0,4.996696,5.662922,4.942175,8.307821,11.411992,12.418037,125,1,0.158192,21,1,POINT (270719 866712)
302,302,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KONDROBO,Un village,EPP BAD KONDROBO,197226,866921,ecole,Public,-1,2,-1,-1,1,1,2,2,2,34,20,29,14,44,23,59,37,32,13,49,22,247,247,0,0,41.686624,53.238082,32.839094,37.946465,52.03826,37.658561,247,2,0.479727,21,1,POINT (197226 866921)
303,303,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,TIKAKRO,Un village,EPP TIKAKRO,260642,867302,ecole,Public,-1,2,-1,-1,1,2,1,2,2,60,28,40,21,48,23,34,17,34,23,26,14,242,200,30,12,46.361513,32.100478,34.070551,42.647808,32.88783,42.567899,230,3,0.542266,21,1,POINT (260642 867302)
304,304,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,TCHIMOU-ASSEKRO,Un village,EPP AKPOKRO,272993,867305,ecole,Public,-1,2,-1,-1,1,2,2,2,2,55,28,45,16,37,19,39,14,34,12,61,29,271,271,0,0,38.822566,37.438376,40.053184,37.856479,39.594082,40.087677,271,3,0.510671,21,1,POINT (272993 867305)
305,305,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,BESSERITAKIKRO,Un village,EPP BESSERITAKIKRO,274798,867326,ecole,Public,-1,2,-1,-1,1,1,1,2,2,34,14,27,10,20,8,37,14,41,19,33,14,192,192,0,0,19.27459,32.682728,37.730364,17.760797,31.139941,17.823796,192,1,0.227055,21,1,POINT (274798 867326)
306,306,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,PETENOU,Un village,EPP PETENOU,233857,867388,ecole,Public,-1,2,-1,-1,1,1,2,2,2,55,27,39,18,43,22,44,24,20,12,29,14,230,230,0,0,40.325722,38.334766,21.678692,36.176796,36.280797,35.090832,230,2,0.447017,21,1,POINT (233857 867388)
307,307,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,AKPOKRO,Un village,AKPOKRO B,273084,867447,ecole,Public,-1,2,-1,-1,1,2,1,2,2,37,14,0,0,36,16,20,10,0,0,0,0,93,93,0,0,31.696245,17.354233,0.0,27.016798,16.110861,24.726211,93,2,0.314984,21,1,POINT (273084 867447)
308,308,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,TAKRA-MANGOUAKRO,Un village,EPP TAKRA-MANGOUAKRO,237354,867564,ecole,Public,-1,2,-1,-1,1,1,1,2,1,35,21,45,23,26,12,28,16,20,8,14,6,168,168,0,0,24.621358,25.384096,20.118005,22.357936,24.962884,22.078393,168,2,0.281253,18,1,POINT (237354 867564)
309,309,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,PLI8AKAKRO,Un village,EPP PLI-AKAKRO,217342,867888,ecole,Public,-1,2,-1,-1,1,1,2,2,2,44,23,35,13,34,16,42,17,35,19,40,22,230,230,0,0,31.536848,36.244022,30.654505,28.068876,33.452719,26.965285,230,2,0.343507,21,1,POINT (217342 867888)
310,310,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,ABE KOUADIOKRO,Un village,EPP ABE KOUADIOKRO,240049,867899,ecole,Public,-1,2,-1,-1,1,2,1,2,1,34,17,31,16,25,14,26,17,21,6,17,4,154,154,0,0,25.054141,24.070616,20.603676,23.665402,24.103467,24.237133,154,2,0.308753,18,1,POINT (240049 867899)
311,311,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,DIBINOU,Un village,EPP DIBINOU,231249,867937,ecole,Public,-1,2,-1,-1,1,1,1,2,2,0,0,29,13,20,8,12,5,11,7,16,8,88,88,0,0,23.630684,15.431443,13.53599,24.825211,19.718454,28.058774,88,2,0.357437,21,1,POINT (231249 867937)
312,312,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,DIBIEKRO,Un village,EPP DIBIEKRO,229703,868121,ecole,Public,-1,2,-1,-1,1,1,2,2,2,15,8,0,0,26,10,0,0,0,0,0,0,41,41,0,0,23.212033,1.221414,1.040458,20.068764,2.458093,18.740812,41,1,0.238736,21,1,POINT (229703 868121)
313,313,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,ZANGOKRO,Un village,EPP NANAN ZANGO,216496,868263,ecole,Public,-1,2,-1,-1,1,1,1,2,2,44,18,35,17,36,23,32,17,23,15,31,16,201,201,0,0,35.411737,31.897375,27.817766,33.244675,34.630557,34.183759,201,2,0.435462,21,1,POINT (216496 868263)
314,314,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,KONAN N'GUESSANKRO,Un village,EPP KONAN N'GUESSANKRO,285469,868517,ecole,Public,-1,2,-1,-1,1,1,1,2,2,13,6,20,11,14,7,20,11,17,6,0,0,84,84,0,0,14.184063,17.354233,16.059846,13.421831,16.263095,13.682987,84,1,0.174306,21,1,POINT (285469 868517)
315,315,Point,PRIMAIRE,BROBO,GBÊKÊ,BOUAKE,BROBO,0,YAO AMOINKRO,Un village,EPP YAO AMOINKRO,319755,868683,ecole,Public,-1,2,-1,-1,1,1,1,2,2,25,8,19,9,11,4,18,9,20,7,14,5,107,107,0,0,18.04482,22.814052,25.320294,21.960305,29.19792,27.720255,107,2,0.353124,21,1,POINT (319755 868683)
316,316,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,TOUNGBAKRO,Un village,EPP TOUNGBAKRO,288035,868769,ecole,Public,-1,2,-1,-1,1,1,1,2,2,26,12,21,5,25,10,29,11,48,23,24,14,173,173,0,0,26.975947,28.095033,47.632925,26.791484,29.662747,28.823492,173,2,0.367178,21,1,POINT (288035 868769)
317,317,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,AFFOUNVASSOU,Un village,EPP AFFOUNVASSOU,283742,869346,ecole,Public,-1,2,-1,-1,1,1,1,2,2,23,14,39,21,26,11,19,11,34,19,34,14,175,137,38,0,24.621358,17.086125,31.72952,22.259301,16.699313,21.761301,175,2,0.277214,21,1,POINT (283742 869346)
318,318,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,BODOKRO,Un village,EPP ANDOH KOFFI BERTIN 1,226843,869540,ecole,Public,-1,2,-1,-1,1,1,2,2,2,45,24,48,21,43,24,36,16,16,9,42,24,230,131,56,43,39.044517,31.526318,17.264919,34.183157,29.971442,32.336577,187,2,0.411931,21,1,POINT (226843 869540)
319,319,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,N'DAKRO,Un village,EPP N'DAKRO 2,219773,870447,ecole,Public,-1,2,-1,-1,1,1,2,2,2,65,27,55,29,38,22,30,15,38,16,19,5,245,243,2,0,35.443014,27.363802,36.013236,31.761441,27.05544,30.867884,245,2,0.393222,21,1,POINT (219773 870447)
320,320,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,N'DAKRO,Un village,EPP N'DAKRO 1,219795,870469,ecole,Public,-1,2,-1,-1,1,1,2,2,2,72,33,58,27,38,13,31,13,49,24,38,17,286,286,0,0,35.699255,29.408513,46.297795,32.29086,30.183868,31.832228,286,2,0.405506,21,1,POINT (219795 870469)
321,321,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,KONANBLEKRO,Un village,EPP KONANBLEKRO,262156,871038,ecole,Public,-1,2,-1,-1,1,1,1,2,1,29,11,22,7,29,6,18,8,20,8,28,12,146,146,0,0,27.166621,17.928394,21.418577,24.539748,19.399377,24.203559,146,2,0.308326,18,1,POINT (262156 871038)
322,322,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,AKOUMIAKRO,Un village,EPP AKOUMIAKRO,216233,871039,ecole,Public,-1,2,-1,-1,1,1,2,2,2,54,27,55,23,41,21,46,20,42,27,32,16,270,270,0,0,39.141361,41.646925,40.166894,35.752324,40.788885,35.492934,270,2,0.452139,21,1,POINT (216233 871039)
323,323,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,DIEDOU,Un village,EPP DIEDOU,242705,871096,ecole,Public,-1,2,-1,-1,2,2,1,2,2,73,34,48,24,53,25,34,16,42,18,37,19,287,287,0,0,46.119404,27.992084,36.785405,38.792701,24.516671,34.820349,287,2,0.443571,21,1,POINT (242705 871096)
324,324,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,BODOKRO NOUVEAU,Un village,EPP BODOKRO-PLATEAU,227002,871741,ecole,Public,-1,2,-1,-1,1,1,2,2,2,56,29,79,41,79,37,61,33,53,25,67,29,395,395,0,0,74.584375,58.215805,52.272254,67.686376,59.950575,66.892081,395,3,0.852128,21,1,POINT (227002 871741)
325,325,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,N'GATTA-KOFFIKRO,Un village,EPP N'GATTA-KOFFIKRO,263200,871924,ecole,Public,-1,2,-1,-1,1,1,1,2,1,20,12,17,4,19,13,19,9,0,0,0,0,75,75,0,0,21.501059,19.417916,3.251431,21.960459,21.302849,24.161478,75,2,0.307789,18,1,POINT (263200 871924)
326,326,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KENDE-DAN,Un village,EPP KENDE-DAN,205125,871994,ecole,Public,-1,2,-1,-1,1,1,1,2,2,59,34,48,23,45,21,36,15,32,14,35,22,255,255,0,0,38.178952,29.638678,28.026976,31.432601,25.958828,27.530023,255,2,0.350701,21,1,POINT (205125 871994)
327,327,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,TAKRA-ADIEKRO,Un village,EPP TAKRA-ADIEKRO,238752,872180,ecole,Public,-1,2,-1,-1,1,1,1,2,1,47,25,43,21,60,28,48,24,39,15,41,17,278,278,0,0,55.645724,44.403895,38.70988,49.737854,44.494889,48.317837,278,3,0.615514,18,1,POINT (238752 872180)
328,328,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,KONGOSSOUNDRIKOFFIKRO,Un village,EPP KONGOSSOUNDRIKOFFIRO,224085,872573,ecole,Public,-1,2,-1,-1,1,1,2,2,2,52,26,17,8,46,24,34,11,21,10,28,13,198,198,0,0,43.255346,30.990102,22.164363,38.961631,30.708557,38.02436,198,2,0.484387,21,1,POINT (224085 872573)
329,329,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,TABAKO,Un village,EPP TABAKO,273447,872919,ecole,Public,-1,2,-1,-1,1,1,1,2,2,23,10,12,5,12,4,15,7,10,5,10,5,82,82,0,0,19.661964,17.013031,15.781521,23.470315,20.598357,28.768384,82,2,0.366476,21,1,POINT (273447 872919)
330,330,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,-1,LAGAMAN,Un campement,EPP LAGAMAN,266732,875087,ecole,Public,-1,2,-1,-1,1,1,1,2,1,29,12,19,6,24,12,20,6,13,3,0,0,105,105,0,0,31.892944,24.793758,19.969737,35.40958,31.375051,41.658489,105,3,0.530681,18,1,POINT (266732 875087)
331,331,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,DIABO,0,N'DA-N'GUESSANKRO,Un village,EPP N'DA-N'GUESSANKRO,264345,875467,ecole,Public,-1,2,-1,-1,1,1,1,2,1,36,16,33,10,34,20,32,11,31,9,34,11,200,160,30,10,32.17745,28.899358,32.223365,29.152001,28.590904,28.688341,190,2,0.365457,18,1,POINT (264345 875467)
332,332,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,BOUREBO,Un village,EPP BOUREBO,207313,875743,ecole,Public,-1,2,-1,-1,1,1,1,2,2,78,36,70,29,80,36,48,21,41,14,30,14,347,347,0,0,71.845424,43.626631,40.331509,62.440205,42.999845,58.685972,347,3,0.747592,21,1,POINT (207313 875743)
333,333,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,KOUAKOU BAKAKRO,Un village,EPP AKOUNDA,228106,876173,ecole,Public,-1,2,-1,-1,1,1,1,2,2,54,25,25,12,57,27,36,9,30,12,47,16,249,249,0,0,51.178654,32.969808,28.486263,44.516266,32.58122,41.913742,249,3,0.533933,21,1,POINT (228106 876173)
334,334,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,AGBA KOUASSIKRO,Un village,EPP AGBA KOUASSIKRO,228114,876209,ecole,Public,-1,2,-1,-1,1,1,2,2,2,0,0,24,12,0,0,0,0,0,0,0,0,24,2,22,0,2.306167,2.109716,2.991317,3.778423,4.401107,5.569768,24,1,0.070953,21,1,POINT (228114 876209)
335,335,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,AGBANOU DJOUKOUKRO,Un village,EPP AGBANOU DJOUKOUKRO,221476,876585,ecole,Public,-1,2,-1,-1,1,1,2,2,2,20,13,11,2,26,12,18,5,0,0,16,6,91,91,0,0,22.05895,14.819339,0.0,18.161058,12.979414,15.906236,91,1,0.202627,21,1,POINT (221476 876585)
336,336,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KOUASSI KOUAMEKRO,Un village,EPP KOUASSI KOUAMEKRO,201097,876874,ecole,Public,-1,2,-1,-1,1,1,1,2,2,80,52,72,36,51,25,33,14,41,22,30,12,307,307,0,0,49.547378,31.499257,39.81128,45.752464,32.538329,45.804324,307,3,0.583495,21,1,POINT (201097 876874)
337,337,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,GUIENZOUKRO,Un village,EPP GUIENZOUKRO,223868,877592,ecole,Public,-1,2,-1,-1,1,1,2,2,2,46,12,49,24,48,23,35,16,34,14,31,14,243,243,0,0,43.414744,28.815381,29.778662,37.662967,25.237749,34.956256,243,2,0.445303,21,1,POINT (223868 877592)
338,338,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,PLIKE SOMOLO,Un village,EPP PLIKE SOMOLO,255229,877760,ecole,Public,-1,2,-1,-1,1,1,1,2,1,32,15,41,21,19,9,0,0,0,0,0,0,92,92,0,0,21.501059,3.775281,3.511546,21.960459,7.636186,24.165878,92,2,0.307846,18,1,POINT (255229 877760)
339,339,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,PLIKE-TOTOKRO,Un village,EPP PLIKE-TOTOKRO,257166,877882,ecole,Public,-1,2,-1,-1,1,2,1,2,1,57,34,53,21,53,31,30,8,28,16,14,2,235,235,0,0,52.909786,30.583895,29.595836,49.881754,33.483586,51.044375,235,3,0.650247,18,1,POINT (257166 877882)
