,Opportunity Unique Identifier,Bridge Name,Country,Level 1 Government,Level 2 Government,Level 3 Government,Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Notes on social information,Width of River During Flooding (m),Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
32,1043480,Toussienbougou,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.872418,-7.083386,,,No,0,0,3,3,Secrétaire chargé de l?informations du GSC de bledie,14,Clinique ou centre de santé - Clinic or Health Center,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access",11/24/22,achilleyaoyao taroworks,POINT (-7.083386 4.872418)
33,1043483,Heremakono,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.856042,-7.071036,,,No,0,0,2,2,Secrétaire chargé de l?information du GSC de bledie,33,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase",11/25/22,achilleyaoyao taroworks,POINT (-7.071036 4.856042)
34,1043477,Heremakono,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.85371,-7.071396,,,No,0,0,2,2,Secrétaire chargé de l?information du GSC de bledie,17,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access",11/24/22,achilleyaoyao taroworks,POINT (-7.071396 4.85371)
35,1043206,Andokro adjamene,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.787397,-6.845863,,,Yes,0,Panne de véhicules et marchandises bloquées,365,3,Président du GSC,25,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Opportunités d'emploi - Employment opportunities,"Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/14/22,achilleyaoyao taroworks,POINT (-6.845863 4.787397)
36,1043256,Adjamenne Pont nero,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.76273,-6.853204,,,No,0,Pas d?incident majeur,365,3,Président Gsc,25,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Usine ou Installation de transformation agricole - Factory or processing facilities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,achilleyaoyao taroworks,POINT (-6.853204 4.76273)
37,1043479,Toussienbougou,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.87389,-7.079669,,,No,0,3,3,3,Secrétaire à.  Information du GSC de bledie,19,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Achat des unités ou de données - Airtime or data purchase",11/24/22,achilleyaoyao taroworks,POINT (-7.079669 4.87389)
38,1043473,Heremakono,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.855515,-7.071107,,,No,0,0,2,2,Secrétaire chargé de l?information du GSC de bledie,11,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase",11/24/22,achilleyaoyao taroworks,POINT (-7.071107 4.855515)
39,1043204,Adjamene aglokosso campement,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.786931,-6.839704,,,No,2,Baissés graves et légers par moments,365,3,Membres de la communauté,117,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/14/22,achilleyaoyao taroworks,POINT (-6.839704 4.786931)
40,1043637,Mossikro,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Wouhasso,4.686624,-6.918456,,,No,0,0,14,14,Secrétaire chargé de l?information et de la communication du GSC de wouhasso,198,,,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms,,12/2/22,achilleyaoyao taroworks,POINT (-6.918456 4.686624)
41,1043643,Oulibio,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Oueoulo,4.628817,-7.069372,,,No,0,0,120,120,Secrétaire chargé du suivi des travaux du GSC de oueoulo,145,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access",12/2/22,achilleyaoyao taroworks,POINT (-7.069372 4.628817)
42,1043481,Heremakono,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.861508,-7.071676,,,No,0,0,3,3,Secrétaire chargé de l?information du GSC de bledie,43,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access",11/24/22,achilleyaoyao taroworks,POINT (-7.071676 4.861508)
43,1043252,Quartier Guy ema,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.768836,-6.843698,,,No,0,Bloqué l'accès à tout les autres quartier,365,4,Président du,45,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,achilleyaoyao taroworks,POINT (-6.843698 4.768836)
44,1043641,Mossikro,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Wouhasso,4.688362,-6.919532,,,No,0,0,14,14,Secrétaire chargé de l?information et de la communication du GSC de wouhasso,14,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,,12/2/22,achilleyaoyao taroworks,POINT (-6.919532 4.688362)
45,1043205,Quartier terre rouge,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.765217,-6.847927,,,No,1,Des changements de bagages emporté,365,4,Membres de la communauté président du GSC,45,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/14/22,achilleyaoyao taroworks,POINT (-6.847927 4.765217)
46,1043482,Heremakono,Cote d'Ivoire,San Pedro,San-Pédro,Dogbo,Heremakono,4.855051,-7.071576,,,No,0,0,2,2,Secrétaire chargé de l?information du  GSC de bledie,70,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Marché mensuel - Market (Monthly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase",11/25/22,achilleyaoyao taroworks,POINT (-7.071576 4.855051)
47,1043257,Quartier château,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.763578,-6.841804,,,No,0,Pas d?incident majeur,365,3,Président Gsc,47,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,achilleyaoyao taroworks,POINT (-6.841804 4.763578)
48,1043255,Quartier zambrabougou,Cote d'Ivoire,San Pedro,San-Pédro,Grand bereby,Adjamene,4.768935,-6.838467,,,No,0,Pas d?incident majeur,80,1,Président Gsc,115,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary;Collège ou Université - University,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,achilleyaoyao taroworks,POINT (-6.838467 4.768935)
